Rank,Symbol,Market Cap,Price,Date
113,NMR,"$50,951,888.70",$20.98,2020-05-03
112,XVG,"$51,134,798.23",$0.003146,2020-05-03
111,HC,"$51,474,205.24",$1.15,2020-05-03
110,FLG,"$51,948,745.80",$3.27,2020-05-03
109,VSYS,"$52,165,067.34",$0.02629,2020-05-03
108,ZEN,"$52,316,159.47",$5.82,2020-05-03
107,LEND,"$52,434,270.07",$0.04033,2020-05-03
106,CENNZ,"$52,677,592.81",$0.06235,2020-05-03
105,SOLO,"$54,538,447.41",$0.2727,2020-05-03
104,REN,"$54,805,385.48",$0.06429,2020-05-03
103,BTS,"$55,925,059.09",$0.02036,2020-05-03
124,GNT,"$43,711,020.22",$0.0446,2020-05-03
125,UBT,"$43,639,688.34",$0.2937,2020-05-03
126,PAXG,"$43,523,525.71","$1,707.00",2020-05-03
173,CRPT,"$24,189,353.49",$0.2429,2020-05-03
174,PAI,"$23,756,168.75",$0.01624,2020-05-03
73,NRG,"$89,311,213.79",$3.13,2020-05-03
95,XTP,"$62,835,141.98",$0.1211,2020-05-03
94,BTT,"$63,282,150.43",$0.0002983,2020-05-03
93,QC,"$64,183,898.03",$0.1395,2020-05-03
92,CBUCKS,"$65,207,044.52",$0.01676,2020-05-03
91,KMD,"$65,291,469.13",$0.5459,2020-05-03
90,BHD,"$67,213,881.30",$11.05,2020-05-03
89,STEEM,"$69,600,100.79",$0.1888,2020-05-03
75,SC,"$86,840,250.75",$0.002077,2020-05-03
88,BTM,"$70,179,404.91",$0.07,2020-05-03
86,CCA,"$71,642,599.57",$4.82,2020-05-03
85,HMR,"$73,470,245.07",$0.4467,2020-05-03
84,CKB,"$74,759,713.48",$0.004365,2020-05-03
83,KCS,"$76,679,334.90",$0.9437,2020-05-03
82,BZT,"$78,543,964.39",$3.93,2020-05-03
81,BOTX,"$80,912,474.77",$0.04958,2020-05-03
80,DGD,"$81,149,892.17",$40.57,2020-05-03
79,HOT,"$83,403,748.23",$0.0005083,2020-05-03
78,XIN,"$84,265,714.81",$164.80,2020-05-03
77,MCO,"$84,419,720.63",$5.35,2020-05-03
87,SNT,"$70,941,012.69",$0.02044,2020-05-03
51,ALGO,"$148,110,762.40",$0.2073,2020-05-03
97,ZIL,"$61,260,853.66",$0.006065,2020-05-03
52,ICX,"$147,891,458.90",$0.2736,2020-05-03
76,NANO,"$86,196,230.42",$0.6469,2020-05-03
98,ABBC,"$60,763,761.75",$0.1094,2020-05-03
65,DAI,"$110,092,898.58",$0.9933,2020-05-03
102,LUNA,"$56,009,695.59",$0.1946,2020-05-03
72,DX,"$90,578,104.96",$0.001812,2020-05-03
71,MONA,"$91,803,988.20",$1.40,2020-05-03
70,BTRS,"$93,962,738.05",$208.81,2020-05-03
69,CNX,"$100,718,116.46",$1.81,2020-05-03
68,OMG,"$102,325,101.53",$0.7296,2020-05-03
67,WAVES,"$108,334,766.49",$1.06,2020-05-03
66,BCD,"$109,058,962.38",$0.5848,2020-05-03
64,ENJ,"$111,146,503.88",$0.1356,2020-05-03
26,ATOM,"$529,569,640.53",$2.78,2020-05-03
53,SNX,"$140,595,762.43",$0.7748,2020-05-03
61,HIVE,"$117,110,380.41",$0.4108,2020-05-03
60,KNC,"$118,002,057.32",$0.6554,2020-05-03
59,HYN,"$119,650,128.99",$0.3777,2020-05-03
58,REP,"$119,822,711.48",$10.89,2020-05-03
57,THETA,"$125,097,519.80",$0.1437,2020-05-03
56,RVN,"$125,764,123.75",$0.02069,2020-05-03
55,TUSD,"$133,817,536.22",$1.00,2020-05-03
54,ZRX,"$135,029,282.88",$0.2068,2020-05-03
63,ZB,"$113,742,129.30",$0.2455,2020-05-03
74,GTN,"$89,004,285.93",$0.3596,2020-05-03
62,DNA,"$114,971,912.07",$0.01001,2020-05-03
49,LSK,"$151,763,921.86",$1.23,2020-05-03
96,NEXO,"$61,345,643.83",$0.1095,2020-05-03
20,ETC,"$840,530,196.32",$7.23,2020-05-03
45,BTG,"$173,916,788.31",$9.93,2020-05-03
44,BUSD,"$180,806,386.00",$1.00,2020-05-03
43,MWC,"$193,490,451.14",$24.13,2020-05-03
42,PLF,"$196,759,699.52",$0.3935,2020-05-03
41,ELAMA,"$213,044,033.95",$0.3764,2020-05-03
40,VET,"$240,181,503.60",$0.004331,2020-05-03
39,PAX,"$245,285,467.36",$1.00,2020-05-03
50,HUSD,"$148,414,940.88",$1.00,2020-05-03
38,DGB,"$249,893,385.72",$0.01908,2020-05-03
36,FTT,"$300,538,490.56",$3.15,2020-05-03
46,DCR,"$166,936,473.09",$14.59,2020-05-03
35,DOGE,"$312,317,539.79",$0.00251,2020-05-03
33,OKB,"$321,245,303.22",$5.35,2020-05-03
32,INO,"$347,829,214.35",$1.93,2020-05-03
31,CCXX,"$350,534,316.00",$20.41,2020-05-03
30,MKR,"$375,418,892.48",$373.34,2020-05-03
29,XEM,"$377,590,993.94",$0.04195,2020-05-03
28,ZEC,"$407,728,119.31",$44.92,2020-05-03
27,MIOTA,"$509,461,280.88",$0.1833,2020-05-03
37,BAT,"$268,117,420.75",$0.184,2020-05-03
21,DASH,"$767,573,911.38",$81.00,2020-05-03
1,BTC,"$163,358,189,150.98","$8,897.47",2020-05-03
34,ONT,"$321,024,930.22",$0.4888,2020-05-03
47,HBAR,"$160,404,421.37",$0.03934,2020-05-03
100,MATIC,"$58,826,440.06",$0.01713,2020-05-03
25,NEO,"$640,515,386.63",$9.08,2020-05-03
48,QTUM,"$153,502,164.35",$1.59,2020-05-03
18,HT,"$934,435,925.93",$4.20,2020-05-03
17,CRO,"$993,835,265.27",$0.05994,2020-05-03
16,LEO,"$1,064,018,112.69",$1.06,2020-05-03
15,TRX,"$1,068,267,999.38",$0.01602,2020-05-03
14,XMR,"$1,095,645,952.25",$62.44,2020-05-03
13,ADA,"$1,268,581,579.91",$0.04893,2020-05-03
12,LINK,"$1,302,759,277.62",$3.72,2020-05-03
11,XLM,"$1,485,822,964.78",$0.07311,2020-05-03
10,XTZ,"$1,944,016,243.63",$2.74,2020-05-03
9,EOS,"$2,621,533,307.94",$2.84,2020-05-03
19,MIN,"$863,345,939.52",$5.07,2020-05-03
7,LTC,"$3,120,493,727.30",$48.27,2020-05-03
6,BSV,"$3,837,664,273.22",$208.62,2020-05-03
5,BCH,"$4,646,164,981.03",$252.54,2020-05-03
4,USDT,"$6,383,346,956.15",$1.00,2020-05-03
3,XRP,"$9,678,990,068.20",$0.2194,2020-05-03
2,ETH,"$23,367,177,866.63",$210.93,2020-05-03
99,QNT,"$60,540,764.66",$5.01,2020-05-03
22,USDC,"$705,834,652.77",$0.9993,2020-05-03
23,HEX,"$686,674,935.32",$0.004548,2020-05-03
24,HEDG,"$646,584,860.16",$2.24,2020-05-03
8,BNB,"$2,663,768,292.97",$17.13,2020-05-03
192,OCEAN,"$20,413,695.49",$0.0583,2020-05-10
193,RSR,"$20,364,405.08",$0.002973,2020-05-10
194,BORA,"$20,347,300.57",$0.03032,2020-05-10
199,ADK,"$20,033,869.11",$0.8014,2020-05-10
196,XNC,"$20,132,773.73",$0.2646,2020-05-10
197,CTXC,"$20,078,511.89",$0.08033,2020-05-10
198,DTR,"$20,048,543.65",$0.01286,2020-05-10
153,SXP,"$31,358,622.38",$0.4753,2020-05-10
195,GNO,"$20,344,298.76",$18.42,2020-05-10
190,ORBS,"$20,534,262.36",$0.009608,2020-05-10
185,ONE,"$21,411,411.48",$0.002266,2020-05-10
189,NET,"$20,718,870.85",$0.5117,2020-05-10
188,DIVI,"$20,905,658.65",$0.01253,2020-05-10
187,MX,"$21,302,824.55",$0.1126,2020-05-10
186,SERO,"$21,404,585.55",$0.08167,2020-05-10
184,NEX,"$21,751,938.88",$0.9279,2020-05-10
183,PAI,"$21,858,358.62",$0.01493,2020-05-10
182,WXT,"$22,805,824.61",$0.009913,2020-05-10
181,ARK,"$23,007,776.41",$0.1906,2020-05-10
180,BTMX,"$23,539,805.98",$0.03563,2020-05-10
200,NULS,"$19,203,659.96",$0.1978,2020-05-10
191,TRUE,"$20,516,596.80",$0.2578,2020-05-10
101,BTT,"$54,090,885.61",$0.000255,2020-05-10
161,STRAT,"$29,044,283.15",$0.291,2020-05-10
178,ELA,"$24,048,447.69",$1.31,2020-05-10
152,SOLVE,"$31,844,316.82",$0.09353,2020-05-10
172,RLC,"$26,601,626.21",$0.3322,2020-05-10
171,PLC,"$27,189,748.43",$5.44,2020-05-10
170,TT,"$27,270,348.01",$0.005,2020-05-10
169,VITAE,"$27,279,734.70",$1.40,2020-05-10
168,TOMO,"$27,285,386.40",$0.3864,2020-05-10
167,CEL,"$27,761,528.46",$0.1162,2020-05-10
166,GT,"$27,941,939.63",$0.4425,2020-05-10
165,HNS,"$28,517,707.13",$0.1052,2020-05-10
164,USDK,"$28,590,181.05",$0.9997,2020-05-10
163,DGTX,"$28,682,175.42",$0.03494,2020-05-10
162,WICC,"$28,964,836.78",$0.1533,2020-05-10
160,ZEON,"$29,393,225.92",$0.001147,2020-05-10
159,GXC,"$29,819,274.45",$0.4588,2020-05-10
158,GAP,"$30,159,401.85",$3.02,2020-05-10
157,RPL,"$30,796,050.60",$3.00,2020-05-10
156,AE,"$30,828,124.99",$0.09954,2020-05-10
155,SNB,"$30,869,809.42",$0.4407,2020-05-10
154,POWR,"$31,124,207.66",$0.07238,2020-05-10
176,QBIT,"$24,693,434.34",$30.54,2020-05-10
177,FAB,"$24,156,392.35",$0.005038,2020-05-10
179,BF,"$23,679,687.55",$0.005567,2020-05-10
175,HPT,"$25,158,894.16",$0.005028,2020-05-10
173,NPXS,"$26,590,684.89",$0.0001134,2020-05-10
124,BRZE,"$43,876,522.74",$0.4388,2020-05-10
148,EURS,"$34,358,069.79",$1.07,2020-05-10
147,ETN,"$34,704,421.46",$0.003438,2020-05-10
146,XNS,"$34,844,246.62",$0.8711,2020-05-10
145,ELF,"$35,042,194.52",$0.06436,2020-05-10
144,PZM,"$35,362,132.58",$0.03482,2020-05-10
143,WAXP,"$36,485,912.76",$0.03198,2020-05-10
142,SCC,"$36,584,541.78",$0.1141,2020-05-10
141,ARDR,"$36,947,177.43",$0.03698,2020-05-10
140,RIF,"$36,966,285.24",$0.06141,2020-05-10
139,UBT,"$37,577,009.78",$0.2529,2020-05-10
149,ANT,"$33,451,751.43",$1.04,2020-05-10
137,CHZ,"$38,261,553.67",$0.008378,2020-05-10
136,XZC,"$38,287,594.51",$3.80,2020-05-10
135,CVT,"$38,645,825.14",$0.03644,2020-05-10
134,RDD,"$40,045,211.27",$0.00139,2020-05-10
133,GNT,"$40,066,344.89",$0.04088,2020-05-10
132,IOST,"$40,344,167.23",$0.003358,2020-05-10
131,BDX,"$40,816,475.08",$0.04164,2020-05-10
130,ERC20,"$42,250,088.39",$0.03743,2020-05-10
129,TNT,"$43,128,681.40",$0.1007,2020-05-10
138,STX,"$37,596,592.42",$0.09456,2020-05-10
127,VEST,"$43,443,109.08",$0.005776,2020-05-10
128,XWC,"$43,319,657.90",$0.1732,2020-05-10
103,NEXO,"$53,641,925.00",$0.09579,2020-05-10
126,PAXG,"$43,715,214.24","$1,714.52",2020-05-10
123,BHT,"$44,290,598.53",$0.1558,2020-05-10
122,RCN,"$44,509,392.88",$0.08764,2020-05-10
121,HC,"$44,767,899.88",$1.00,2020-05-10
120,VSYS,"$44,922,008.32",$0.02258,2020-05-10
119,BXK,"$45,022,823.87",$0.1259,2020-05-10
118,NYE,"$45,462,761.62",$7.32,2020-05-10
117,MANA,"$46,852,731.25",$0.0342,2020-05-10
116,ZEN,"$47,242,485.43",$5.23,2020-05-10
115,CENNZ,"$47,542,189.70",$0.05627,2020-05-10
125,MAID,"$43,774,324.76",$0.09673,2020-05-10
150,LRC,"$32,744,026.44",$0.03111,2020-05-10
114,DATA,"$48,783,738.97",$0.07204,2020-05-10
111,FLG,"$50,201,524.23",$3.16,2020-05-10
110,BTS,"$50,544,436.42",$0.0184,2020-05-10
109,QNT,"$51,409,191.86",$4.26,2020-05-10
108,XVG,"$51,417,241.95",$0.003162,2020-05-10
107,LUNA,"$51,716,112.10",$0.1797,2020-05-10
106,SEELE,"$52,180,230.54",$0.07459,2020-05-10
105,MATIC,"$52,700,720.99",$0.01535,2020-05-10
104,CRPT,"$52,849,407.61",$0.5308,2020-05-10
151,AION,"$32,701,614.04",$0.07785,2020-05-10
113,BCN,"$49,068,639.52",$0.0002666,2020-05-10
112,QQQ,"$50,095,366.46",$0.02327,2020-05-10
174,ONE,"$26,038,918.24",$0.005665,2020-05-10
67,WAVES,"$98,040,270.63",$0.9622,2020-05-10
100,XTP,"$55,077,973.91",$0.1062,2020-05-10
95,VLX,"$61,955,444.13",$0.04614,2020-05-10
94,KMD,"$62,846,636.78",$0.5248,2020-05-10
93,QC,"$64,532,678.82",$0.1403,2020-05-10
92,CBUCKS,"$66,675,371.82",$0.01714,2020-05-10
91,CCA,"$66,767,542.22",$4.50,2020-05-10
90,CKB,"$67,872,117.44",$0.003943,2020-05-10
89,HMR,"$68,752,623.59",$0.418,2020-05-10
75,NRG,"$85,876,209.57",$2.98,2020-05-10
88,ZIL,"$69,453,041.25",$0.006864,2020-05-10
86,DGD,"$72,616,953.75",$36.31,2020-05-10
85,BOTX,"$72,910,712.85",$0.04467,2020-05-10
84,BZT,"$73,561,524.65",$3.68,2020-05-10
83,NMR,"$74,114,261.25",$30.51,2020-05-10
82,HOT,"$77,486,009.71",$0.0004722,2020-05-10
81,NANO,"$80,584,954.62",$0.6048,2020-05-10
80,SC,"$81,182,290.96",$0.001941,2020-05-10
79,XIN,"$83,578,275.29",$163.29,2020-05-10
78,LEND,"$83,943,384.54",$0.06457,2020-05-10
77,MONA,"$84,402,596.19",$1.28,2020-05-10
87,KCS,"$71,735,677.86",$0.8829,2020-05-10
51,QTUM,"$140,119,035.83",$1.45,2020-05-10
97,STEEM,"$61,459,122.16",$0.1658,2020-05-10
52,HBAR,"$140,116,624.12",$0.03436,2020-05-10
76,DX,"$85,014,928.63",$0.0017,2020-05-10
98,BTM,"$60,689,879.54",$0.06054,2020-05-10
102,SOLO,"$53,885,314.28",$0.2694,2020-05-10
66,BCD,"$100,279,719.01",$0.5377,2020-05-10
68,GTN,"$96,179,602.87",$0.3886,2020-05-10
73,MCO,"$86,830,553.45",$5.50,2020-05-10
70,CNX,"$94,684,265.69",$1.70,2020-05-10
71,DNA,"$87,888,708.31",$0.007215,2020-05-10
72,HIVE,"$87,876,860.63",$0.3071,2020-05-10
65,ZB,"$103,836,088.15",$0.2241,2020-05-10
69,OMG,"$95,300,292.50",$0.6795,2020-05-10
64,SNT,"$105,180,905.09",$0.03031,2020-05-10
26,MIOTA,"$511,503,033.75",$0.184,2020-05-10
59,ENJ,"$116,908,781.50",$0.1426,2020-05-10
61,DAI,"$110,223,365.99",$1.01,2020-05-10
60,RVN,"$116,687,483.36",$0.01903,2020-05-10
58,THETA,"$123,358,802.71",$0.1417,2020-05-10
57,REP,"$130,793,958.92",$11.89,2020-05-10
56,HUSD,"$133,529,961.43",$0.9994,2020-05-10
55,LSK,"$133,679,734.53",$1.08,2020-05-10
54,ALGO,"$135,069,020.10",$0.1912,2020-05-10
53,TUSD,"$137,239,355.08",$0.999,2020-05-10
63,ABBC,"$106,583,018.81",$0.1919,2020-05-10
74,FXC,"$86,191,715.45",$0.003117,2020-05-10
62,KNC,"$109,122,777.64",$0.6061,2020-05-10
49,SNX,"$145,311,161.77",$0.8008,2020-05-10
96,REN,"$61,670,889.70",$0.07235,2020-05-10
20,ETC,"$721,428,587.42",$6.20,2020-05-10
46,BTG,"$156,249,130.70",$8.92,2020-05-10
45,BUSD,"$178,101,261.06",$1.00,2020-05-10
44,MWC,"$191,726,024.86",$23.89,2020-05-10
43,ELAMA,"$200,886,712.93",$0.355,2020-05-10
42,PLF,"$206,572,061.54",$0.4131,2020-05-10
41,VET,"$232,105,264.09",$0.004185,2020-05-10
40,PAX,"$245,018,779.88",$1.00,2020-05-10
39,DGB,"$246,541,469.56",$0.01879,2020-05-10
50,ICX,"$143,249,641.27",$0.2641,2020-05-10
38,ZRX,"$259,365,525.46",$0.3972,2020-05-10
47,DCR,"$149,922,569.05",$13.07,2020-05-10
36,BAT,"$287,536,113.78",$0.1973,2020-05-10
34,ONT,"$305,314,616.58",$0.4649,2020-05-10
33,DOGE,"$306,205,310.25",$0.002459,2020-05-10
32,INO,"$312,782,108.79",$1.74,2020-05-10
31,MKR,"$330,864,367.55",$329.03,2020-05-10
30,XEM,"$334,385,858.56",$0.03715,2020-05-10
29,CCXX,"$363,008,793.10",$20.33,2020-05-10
28,ZEC,"$373,823,479.10",$40.95,2020-05-10
27,ATOM,"$480,206,232.14",$2.52,2020-05-10
37,FTT,"$261,725,677.46",$2.75,2020-05-10
21,USDC,"$707,434,771.87",$1.00,2020-05-10
35,OKB,"$290,321,228.57",$4.84,2020-05-10
48,HYN,"$147,916,962.88",$0.467,2020-05-10
1,BTC,"$160,884,755,210.80","$8,756.43",2020-05-10
24,HEDG,"$630,272,419.92",$2.19,2020-05-10
25,MIN,"$569,426,185.28",$3.34,2020-05-10
18,HT,"$858,859,652.78",$3.86,2020-05-10
17,TRX,"$952,402,372.54",$0.01428,2020-05-10
16,XMR,"$1,033,284,688.21",$58.86,2020-05-10
15,CRO,"$1,055,362,971.89",$0.06356,2020-05-10
14,LEO,"$1,098,607,134.61",$1.10,2020-05-10
13,ADA,"$1,236,120,365.39",$0.04768,2020-05-10
12,XLM,"$1,301,301,204.65",$0.06432,2020-05-10
11,LINK,"$1,316,463,850.77",$3.76,2020-05-10
10,XTZ,"$1,812,470,793.78",$2.55,2020-05-10
9,EOS,"$2,262,421,180.69",$2.45,2020-05-10
19,HEX,"$851,947,804.21",$0.00559,2020-05-10
7,LTC,"$2,741,254,063.46",$42.37,2020-05-10
6,BSV,"$3,420,862,669.59",$185.90,2020-05-10
5,BCH,"$4,284,298,805.01",$232.80,2020-05-10
4,USDT,"$6,367,741,248.65",$1.00,2020-05-10
3,XRP,"$8,742,104,205.96",$0.1982,2020-05-10
2,ETH,"$20,911,059,577.74",$188.60,2020-05-10
99,BHD,"$56,456,476.06",$9.28,2020-05-10
22,NEO,"$689,554,886.61",$9.78,2020-05-10
23,DASH,"$686,607,127.70",$72.38,2020-05-10
8,BNB,"$2,379,038,125.96",$15.30,2020-05-10
191,TRUE,"$21,882,738.14",$0.275,2020-05-17
192,SERO,"$21,808,592.75",$0.08276,2020-05-17
193,NULS,"$21,751,604.95",$0.2239,2020-05-17
198,NET,"$19,835,022.46",$0.4899,2020-05-17
195,BEAM,"$20,744,147.07",$0.3346,2020-05-17
196,BAND,"$20,596,684.85",$1.01,2020-05-17
197,CHSB,"$20,057,743.14",$0.02848,2020-05-17
189,RPL,"$22,316,435.79",$2.17,2020-05-17
194,WAN,"$21,039,368.10",$0.1698,2020-05-17
153,HNS,"$33,815,378.77",$0.1241,2020-05-17
185,NEX,"$23,046,578.92",$0.9831,2020-05-17
188,PAI,"$22,677,173.68",$0.01548,2020-05-17
187,BF,"$22,954,536.79",$0.005397,2020-05-17
186,WXT,"$23,026,094.82",$0.01001,2020-05-17
184,XNC,"$23,164,567.01",$0.3044,2020-05-17
183,GNO,"$23,385,025.40",$21.17,2020-05-17
182,ORBS,"$23,514,933.17",$0.011,2020-05-17
181,RSR,"$23,859,961.02",$0.003483,2020-05-17
180,ONE,"$24,301,709.54",$0.002572,2020-05-17
179,ARK,"$24,956,746.28",$0.2065,2020-05-17
199,DRGN,"$19,739,968.23",$0.08279,2020-05-17
190,CTXC,"$22,145,738.65",$0.0886,2020-05-17
200,GRIN,"$19,619,408.83",$0.467,2020-05-17
160,GXC,"$30,929,064.08",$0.4758,2020-05-17
177,SNB,"$25,998,332.39",$0.3712,2020-05-17
152,XNS,"$34,106,118.48",$0.8527,2020-05-17
172,TT,"$27,068,787.02",$0.004963,2020-05-17
171,QBIT,"$27,109,569.14",$33.52,2020-05-17
170,TOMO,"$27,511,973.97",$0.3892,2020-05-17
169,DIVI,"$28,512,059.79",$0.01696,2020-05-17
168,USDK,"$28,633,385.88",$1.00,2020-05-17
167,RLC,"$28,811,374.91",$0.3598,2020-05-17
166,OCEAN,"$29,083,470.22",$0.08307,2020-05-17
165,NPXS,"$29,152,973.39",$0.0001243,2020-05-17
164,GT,"$29,470,352.65",$0.4667,2020-05-17
163,GAP,"$29,814,685.88",$2.98,2020-05-17
162,WICC,"$30,031,591.25",$0.1589,2020-05-17
161,CEL,"$30,380,150.46",$0.1272,2020-05-17
159,STRAT,"$30,986,150.29",$0.3105,2020-05-17
158,FAB,"$31,081,159.45",$0.006483,2020-05-17
157,MX,"$31,332,564.58",$0.1656,2020-05-17
156,VITAE,"$32,338,274.50",$1.66,2020-05-17
155,AE,"$32,731,445.60",$0.1055,2020-05-17
154,SXP,"$32,788,967.64",$0.4969,2020-05-17
175,BTMX,"$26,156,843.48",$0.03959,2020-05-17
176,ELA,"$26,153,621.09",$1.42,2020-05-17
178,ADK,"$25,124,614.38",$1.00,2020-05-17
101,BTM,"$63,377,181.09",$0.06322,2020-05-17
173,HPT,"$26,204,299.03",$0.005237,2020-05-17
123,MANA,"$49,230,140.54",$0.03593,2020-05-17
147,CVT,"$35,858,526.98",$0.03382,2020-05-17
146,ANT,"$35,865,997.74",$1.12,2020-05-17
145,WAXP,"$36,194,072.93",$0.0315,2020-05-17
144,DGTX,"$37,286,172.44",$0.04542,2020-05-17
126,BXK,"$46,129,437.98",$0.129,2020-05-17
142,SOLVE,"$39,139,972.94",$0.115,2020-05-17
141,ARDR,"$39,336,677.79",$0.03938,2020-05-17
140,LRC,"$39,631,417.98",$0.03766,2020-05-17
139,SCC,"$39,750,732.74",$0.124,2020-05-17
143,ELF,"$37,808,818.85",$0.06944,2020-05-17
137,XZC,"$41,976,261.80",$4.14,2020-05-17
136,IOST,"$42,123,697.65",$0.003506,2020-05-17
135,FLG,"$43,292,561.08",$2.73,2020-05-17
134,CHZ,"$44,047,842.94",$0.009645,2020-05-17
133,MAID,"$44,423,866.38",$0.09816,2020-05-17
132,BRZE,"$44,624,120.27",$0.4462,2020-05-17
131,GNT,"$44,772,906.32",$0.04568,2020-05-17
130,RCN,"$44,805,259.38",$0.08823,2020-05-17
129,PAXG,"$44,985,414.15","$1,764.33",2020-05-17
128,BCN,"$45,870,809.95",$0.0002492,2020-05-17
138,RIF,"$39,855,469.89",$0.06621,2020-05-17
148,PZM,"$35,013,115.24",$0.02328,2020-05-17
149,AION,"$35,009,909.79",$0.08335,2020-05-17
127,HC,"$46,074,623.75",$1.03,2020-05-17
151,POWR,"$34,411,205.61",$0.08002,2020-05-17
122,VSYS,"$49,250,738.10",$0.02468,2020-05-17
121,DATA,"$49,701,623.97",$0.07448,2020-05-17
120,ZEN,"$49,970,797.94",$5.50,2020-05-17
119,BTS,"$51,761,286.93",$0.01883,2020-05-17
118,VEST,"$52,375,221.23",$0.006964,2020-05-17
117,RDD,"$52,751,267.39",$0.001831,2020-05-17
116,QQQ,"$52,985,077.92",$0.02461,2020-05-17
115,STX,"$53,128,621.59",$0.1212,2020-05-17
114,ERC20,"$54,246,816.78",$0.04806,2020-05-17
113,CRPT,"$54,271,238.07",$0.5451,2020-05-17
150,EURS,"$34,603,986.63",$1.08,2020-05-17
112,LUNA,"$55,081,683.28",$0.1914,2020-05-17
110,SOLO,"$56,894,402.56",$0.2845,2020-05-17
109,XVG,"$57,178,321.23",$0.003514,2020-05-17
108,BTT,"$57,510,609.35",$0.0002711,2020-05-17
107,XTP,"$58,535,070.70",$0.1128,2020-05-17
106,BDX,"$58,698,942.34",$0.05988,2020-05-17
105,NYE,"$59,391,183.52",$9.57,2020-05-17
104,CENNZ,"$59,985,068.13",$0.07099,2020-05-17
103,NEXO,"$61,896,282.94",$0.1105,2020-05-17
124,BHD,"$48,892,566.25",$8.04,2020-05-17
125,XWC,"$46,885,261.76",$0.1874,2020-05-17
111,BHT,"$55,902,227.34",$0.1966,2020-05-17
174,PLC,"$26,171,828.27",$5.23,2020-05-17
66,ZIL,"$107,492,527.97",$0.01061,2020-05-17
100,KMD,"$64,202,530.38",$0.5357,2020-05-17
97,STEEM,"$64,983,205.46",$0.1749,2020-05-17
96,QC,"$65,205,028.41",$0.1418,2020-05-17
95,CCA,"$66,821,027.98",$4.50,2020-05-17
94,CBUCKS,"$68,890,688.18",$0.01771,2020-05-17
93,MATIC,"$69,615,957.36",$0.02028,2020-05-17
92,UBT,"$69,689,954.73",$0.469,2020-05-17
91,NMR,"$70,254,120.03",$28.92,2020-05-17
90,CKB,"$72,511,816.51",$0.004192,2020-05-17
89,REN,"$74,421,335.44",$0.0873,2020-05-17
88,HMR,"$74,590,874.42",$0.4535,2020-05-17
87,KCS,"$76,874,137.60",$0.9461,2020-05-17
85,ABBC,"$79,930,816.31",$0.1439,2020-05-17
84,NRG,"$80,234,752.32",$2.77,2020-05-17
83,BOTX,"$80,685,599.69",$0.04944,2020-05-17
82,XIN,"$81,479,184.70",$159.18,2020-05-17
81,SC,"$86,858,721.20",$0.002077,2020-05-17
80,ETN,"$87,337,584.10",$0.008646,2020-05-17
79,MCO,"$88,126,828.18",$5.58,2020-05-17
78,HOT,"$88,505,590.15",$0.0005394,2020-05-17
76,FXC,"$89,668,947.54",$0.003243,2020-05-17
51,ICX,"$150,539,708.90",$0.2769,2020-05-17
98,QNT,"$64,927,776.45",$5.38,2020-05-17
52,QTUM,"$149,907,762.30",$1.55,2020-05-17
77,DX,"$88,975,832.29",$0.00178,2020-05-17
86,LEND,"$77,334,272.94",$0.05949,2020-05-17
67,WAVES,"$107,117,601.77",$1.05,2020-05-17
68,ZB,"$103,941,960.38",$0.2244,2020-05-17
73,SNT,"$98,998,621.16",$0.02853,2020-05-17
70,BZT,"$101,983,208.37",$5.10,2020-05-17
71,BCD,"$101,521,290.18",$0.5444,2020-05-17
72,CNX,"$100,768,493.39",$1.81,2020-05-17
53,SNX,"$149,423,022.62",$0.8235,2020-05-17
69,HIVE,"$103,079,761.25",$0.3563,2020-05-17
65,GTN,"$108,008,364.81",$0.4364,2020-05-17
60,HUSD,"$133,779,275.19",$1.00,2020-05-17
1,BTC,"$177,745,404,470.08","$9,670.74",2020-05-17
63,KNC,"$111,868,892.71",$0.6214,2020-05-17
61,ENJ,"$132,991,943.29",$0.1622,2020-05-17
59,OMG,"$136,953,059.71",$0.9765,2020-05-17
58,TUSD,"$137,506,778.49",$1.00,2020-05-17
57,LSK,"$139,146,754.78",$1.13,2020-05-17
56,ALGO,"$140,758,910.16",$0.1978,2020-05-17
55,REP,"$141,018,369.36",$12.82,2020-05-17
54,HBAR,"$148,683,603.59",$0.03593,2020-05-17
74,NANO,"$97,772,396.24",$0.7338,2020-05-17
64,DAI,"$109,584,304.85",$0.9939,2020-05-17
75,MONA,"$96,394,887.08",$1.47,2020-05-17
62,RVN,"$117,730,709.52",$0.01905,2020-05-17
49,DNA,"$161,353,736.37",$0.01325,2020-05-17
102,SEELE,"$63,053,877.25",$0.09013,2020-05-17
21,NEO,"$717,499,583.94",$10.17,2020-05-17
45,ELAMA,"$173,474,006.77",$0.3065,2020-05-17
44,BUSD,"$178,320,181.84",$1.00,2020-05-17
43,HYN,"$188,299,811.61",$0.5944,2020-05-17
42,PLF,"$210,517,317.41",$0.421,2020-05-17
41,ZRX,"$244,553,787.21",$0.3745,2020-05-17
40,PAX,"$245,260,237.29",$1.00,2020-05-17
39,VET,"$245,311,305.70",$0.004424,2020-05-17
50,BTG,"$158,766,397.84",$9.07,2020-05-17
38,DGB,"$254,594,335.88",$0.01936,2020-05-17
36,BAT,"$298,509,302.04",$0.2048,2020-05-17
35,ONT,"$309,269,166.52",$0.4709,2020-05-17
34,OKB,"$314,862,257.42",$5.25,2020-05-17
